date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:16:10	6338/6338	---M--	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2007:16:08%20GMT	http://aleen.kro.kr//5INF6I54NPaeMJt8OZNO	C:/My%20Web%20Sites/wejo/aleen.kro.kr/5INF6I54NPaeMJt8OZNO.html	(from )
16:16:11	265/265	---M--	500	error ('INTERNAL%20SERVER%20ERROR')	text/html	date:Thu,%2010%20Aug%202023%2007:16:09%20GMT	http://aleen.kro.kr/robots.txt		(from )
16:16:11	265/265	---M--	500	error ('INTERNAL%20SERVER%20ERROR')	text/html	date:Thu,%2010%20Aug%202023%2007:16:09%20GMT	http://aleen.kro.kr//mobile_icon.ico	C:/My%20Web%20Sites/wejo/aleen.kro.kr/mobile_icon.1.delayed	(from http://aleen.kro.kr//5INF6I54NPaeMJt8OZNO)
16:16:12	53538/53538	---M--	200	added ('OK')	text/css	etag:%225a42f729-d122%22	http://www.junglesystem.com/theme/junglesystem_2017/css/default.css?ver=161120	C:/My%20Web%20Sites/wejo/www.junglesystem.com/theme/junglesystem_2017/css/default0220.css	(from http://aleen.kro.kr//5INF6I54NPaeMJt8OZNO)
16:16:13	1885/1885	---M--	200	added ('OK')	text/css	etag:%221689410774.6351714-1885-913968960%22	http://aleen.kro.kr/static/css/font_SJSejongGothic.css	C:/My%20Web%20Sites/wejo/aleen.kro.kr/static/css/font_SJSejongGothic.css	(from http://aleen.kro.kr//5INF6I54NPaeMJt8OZNO)
16:16:13	8426/8426	---M--	200	added ('OK')	text/css	etag:%221689410776.9911745-8426-2047347054%22	http://aleen.kro.kr/static/css/main.css	C:/My%20Web%20Sites/wejo/aleen.kro.kr/static/css/main.css	(from http://aleen.kro.kr//5INF6I54NPaeMJt8OZNO)
16:16:16	5866/5866	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jul%202023%2016:17:53%20GMT	https://cdn.discordapp.com/attachments/1129808500164403340/1129809069620867174/ee3e805391826575.jpg	C:/My%20Web%20Sites/wejo/cdn.discordapp.com/attachments/1129808500164403340/1129809069620867174/ee3e805391826575.jpg	(from http://aleen.kro.kr//5INF6I54NPaeMJt8OZNO)
16:16:18	19532/19532	---M--	200	added ('OK')	image/png	etag:%221689410775.7511728-19532-2049640814%22	http://aleen.kro.kr/static/css/icon.png	C:/My%20Web%20Sites/wejo/aleen.kro.kr/static/css/icon.png	(from http://aleen.kro.kr//5INF6I54NPaeMJt8OZNO)
16:16:25	280364/280364	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-4472c%22	https://code.jquery.com/jquery-3.4.1.js	C:/My%20Web%20Sites/wejo/code.jquery.com/jquery-3.4.1.js	(from http://aleen.kro.kr//5INF6I54NPaeMJt8OZNO)
16:16:25	235341/235341	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-3974d%22	https://code.jquery.com/jquery-3.6.0.slim.js	C:/My%20Web%20Sites/wejo/code.jquery.com/jquery-3.6.0.slim.js	(from http://aleen.kro.kr//5INF6I54NPaeMJt8OZNO)
16:16:26	175287/175287	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%221689410780.2151785-175287-3364752443%22	http://aleen.kro.kr/static/css/mobile_icon.ico	C:/My%20Web%20Sites/wejo/aleen.kro.kr/static/css/mobile_icon.ico	(from http://aleen.kro.kr//5INF6I54NPaeMJt8OZNO)
16:16:27	2792/2792	---M--	200	added ('OK')	image/png	etag:%225a0c05d3-ae8%22	http://www.junglesystem.com/theme/junglesystem_2017/img/content-container-title-line.png	C:/My%20Web%20Sites/wejo/www.junglesystem.com/theme/junglesystem_2017/img/content-container-title-line.png	(from http://www.junglesystem.com/theme/junglesystem_2017/css/default.css?ver=161120)
16:16:28	6039/6039	---M--	200	added ('OK')	image/png	etag:%225a3a4ed6-1797%22	http://www.junglesystem.com/theme/junglesystem_2017/img/all/footer-sejong-package-button1.png	C:/My%20Web%20Sites/wejo/www.junglesystem.com/theme/junglesystem_2017/img/all/footer-sejong-package-button1.png	(from http://www.junglesystem.com/theme/junglesystem_2017/css/default.css?ver=161120)
16:16:28	4113/4113	---M--	200	added ('OK')	image/png	etag:%225a3a4ee2-1011%22	http://www.junglesystem.com/theme/junglesystem_2017/img/all/footer-sejong-package-button2.png	C:/My%20Web%20Sites/wejo/www.junglesystem.com/theme/junglesystem_2017/img/all/footer-sejong-package-button2.png	(from http://www.junglesystem.com/theme/junglesystem_2017/css/default.css?ver=161120)
16:16:29	2799/2799	---M--	200	added ('OK')	image/png	etag:%2259e9a607-aef%22	http://www.junglesystem.com/theme/junglesystem_2017/img/js-gnb-snb-bg.png	C:/My%20Web%20Sites/wejo/www.junglesystem.com/theme/junglesystem_2017/img/js-gnb-snb-bg.png	(from http://www.junglesystem.com/theme/junglesystem_2017/css/default.css?ver=161120)
16:16:29	1098/1098	---M--	200	added ('OK')	image/gif	etag:%2259e9648c-44a%22	http://www.junglesystem.com/theme/junglesystem_2017/img/js-footer-nav-line.gif	C:/My%20Web%20Sites/wejo/www.junglesystem.com/theme/junglesystem_2017/img/js-footer-nav-line.gif	(from http://www.junglesystem.com/theme/junglesystem_2017/css/default.css?ver=161120)
16:16:32	14799/14799	---M--	200	added ('OK')	image/png	etag:%225a331c93-39cf%22	http://www.junglesystem.com/theme/junglesystem_2017/img/solution/ime-complete-1.png	C:/My%20Web%20Sites/wejo/www.junglesystem.com/theme/junglesystem_2017/img/solution/ime-complete-1.png	(from http://www.junglesystem.com/theme/junglesystem_2017/css/default.css?ver=161120)
16:16:34	58488/58488	---M--	200	added ('OK')	image/png	etag:%225a3a4e87-e478%22	http://www.junglesystem.com/theme/junglesystem_2017/img/all/footer-sejong-package-bg.png	C:/My%20Web%20Sites/wejo/www.junglesystem.com/theme/junglesystem_2017/img/all/footer-sejong-package-bg.png	(from http://www.junglesystem.com/theme/junglesystem_2017/css/default.css?ver=161120)
16:16:37	49827/49827	---M--	200	added ('OK')	image/png	etag:%225a331bd1-c2a3%22	http://www.junglesystem.com/theme/junglesystem_2017/img/solution/ime-intro-1.png	C:/My%20Web%20Sites/wejo/www.junglesystem.com/theme/junglesystem_2017/img/solution/ime-intro-1.png	(from http://www.junglesystem.com/theme/junglesystem_2017/css/default.css?ver=161120)
16:16:37	33903/33903	---M--	200	added ('OK')	image/png	etag:%225a0be8dc-846f%22	http://www.junglesystem.com/theme/junglesystem_2017/img/solution/ime-engine.png	C:/My%20Web%20Sites/wejo/www.junglesystem.com/theme/junglesystem_2017/img/solution/ime-engine.png	(from http://www.junglesystem.com/theme/junglesystem_2017/css/default.css?ver=161120)
16:16:38	26738/26738	---M--	200	added ('OK')	image/png	etag:%225a331e5f-6872%22	http://www.junglesystem.com/theme/junglesystem_2017/img/solution/ime-input-1.png	C:/My%20Web%20Sites/wejo/www.junglesystem.com/theme/junglesystem_2017/img/solution/ime-input-1.png	(from http://www.junglesystem.com/theme/junglesystem_2017/css/default.css?ver=161120)
